詞條,定義,反義詞
失,形容在競爭中被打敗。,贏
失,形容在競爭中被打敗。,勝
失,形容在競爭中被打敗。,取勝
失,形容在競爭中被打敗。,敗
失,形容在競爭中被打敗。,捷
失敗,形容沒有達到預期的結果。,成
失敗,形容沒有達到預期的結果。,成功
失敗,形容沒有達到預期的結果。,成功
失敗,形容沒有達到預期的結果。,成
失敗,形容在競爭中被打敗。,克
失敗,形容在競爭中被打敗。,贏
失敗,形容在競爭中被打敗。,勝
失敗,形容在競爭中被打敗。,勝
失敗,形容在競爭中被打敗。,取勝
失敗,形容在競爭中被打敗。,捷
失敗,形容在競爭中被打敗。,取勝
失敗,形容在競爭中被打敗。,敗
夷,形容經歷危險或威脅而未受損害的。,危
夷,形容經歷危險或威脅而未受損害的。,危
夷,形容經歷危險或威脅而未受損害的。,危
奇,表單的，不成對的。,偶
奇,表單的，不成對的。,偶
奇,表單的，不成對的。,偶
奇,表單的，不成對的。,偶
奇,表單的，不成對的。,
奇,表單的，不成對的。,偶
奧,形容接近事物最基本概念而不易由表面現象理解的。,淺
女,具有生產後代能力的人。,男
女,具有生產後代能力的人。,男生
女,具有生產後代能力的人。,男性
女,具有生產後代能力的人。,男人
女,具有生產後代能力的人。,男子
女,具有生產後代能力的人。,男生
女,具有生產後代能力的人。,男
女,具有生產後代能力的人。,男性
女,具有生產後代能力的人。,男人
女,具有生產後代能力的人。,男子
女,具有生產後代能力的動物。,男
女,具有生產後代能力的動物。,男性
女,具有生產後代能力的動物。,男生
女,具有生產後代能力的動物。,男生
女,具有生產後代能力的動物。,男
女,具有生產後代能力的動物。,男性
女,形容人之中具有生產後代能力的性別。,男
女,形容人之中具有生產後代能力的性別。,男
女,形容動物中具有生產後代能力的性別。,男
女,形容動物中具有生產後代能力的性別。,男
女,形容專門設計給女子使用的。,男
女,形容專門設計給女子使用的。,男子
女,形容專門設計給女子使用的。,男
女,形容專門設計給女子使用的。,男子
女,父母對自己所生育的女性後代的指稱。,男
女,父母對自己所生育的女性後代的指稱。,兒子
女,父母對自己所生育的女性後代的指稱。,男生
女,父母對自己所生育的女性後代的指稱。,子
女,父母對自己所生育的女性後代的指稱。,兒
女,父母對自己所生育的女性後代的指稱。,仔
女,父母對自己所生育的女性後代的指稱。,男生
女,父母對自己所生育的女性後代的指稱。,仔
女,父母對自己所生育的女性後代的指稱。,男
女,父母對自己所生育的女性後代的指稱。,兒子
女,父母對自己所生育的女性後代的指稱。,子
女,父母對自己所生育的女性後代的指稱。,兒
女人,具有生產後代能力的人。,男
女人,具有生產後代能力的人。,男生
女人,具有生產後代能力的人。,男性
女人,具有生產後代能力的人。,男人
女人,具有生產後代能力的人。,男子
女人,具有生產後代能力的人。,男生
女人,具有生產後代能力的人。,男
女人,具有生產後代能力的人。,男性
女人,具有生產後代能力的人。,男人
女人,具有生產後代能力的人。,男子
女人,成年女子。,丁
女人,成年女子。,夫
女人,成年女子。,男人
女人,成年女子。,夫
女人,成年女子。,丁
女人,成年女子。,男人
女人,男子的配偶或接近配偶關係的女性伴侶。,男人
女人,男子的配偶或接近配偶關係的女性伴侶。,男人
女人,形容具有女子特質的。,男生
女人,形容具有女子特質的。,男性
女人,形容具有女子特質的。,男人
女人,形容具有女子特質的。,男生
女人,形容具有女子特質的。,男性
女人,形容具有女子特質的。,男人
女兒,第一代的女性後代。,兒子
女兒,第一代的女性後代。,兒
女兒,第一代的女性後代。,子
女兒,第一代的女性後代。,龍
女兒,第一代的女性後代。,兒子
女兒,第一代的女性後代。,子
女兒,第一代的女性後代。,兒
女兒,第一代的女性後代。,龍
女兒,父母對自己所生育的女性後代的指稱。,兒子
女兒,父母對自己所生育的女性後代的指稱。,子
女兒,父母對自己所生育的女性後代的指稱。,兒
女兒,父母對自己所生育的女性後代的指稱。,男
女兒,父母對自己所生育的女性後代的指稱。,男生
女兒,父母對自己所生育的女性後代的指稱。,仔
女兒,父母對自己所生育的女性後代的指稱。,男生
女兒,父母對自己所生育的女性後代的指稱。,仔
女兒,父母對自己所生育的女性後代的指稱。,男
女兒,父母對自己所生育的女性後代的指稱。,兒子
女兒,父母對自己所生育的女性後代的指稱。,兒
女兒,父母對自己所生育的女性後代的指稱。,子
女士,在社交上對女子的尊稱。,男士
女子,具有生產後代能力的人。,男子
女子,具有生產後代能力的人。,男
女子,具有生產後代能力的人。,男性
女子,具有生產後代能力的人。,男生
女子,具有生產後代能力的人。,男人
女子,具有生產後代能力的人。,男生
女子,具有生產後代能力的人。,男子
女子,具有生產後代能力的人。,男
女子,具有生產後代能力的人。,男性
女子,具有生產後代能力的人。,男人
女子,形容專門設計給女子使用的。,男
女子,形容專門設計給女子使用的。,男子
女子,形容專門設計給女子使用的。,男子
女子,形容專門設計給女子使用的。,男
女子,形容專門給女子參加的。,男子
女子,形容專門給女子參加的。,男子
女性,具有生產後代能力的人。,男
女性,具有生產後代能力的人。,男生
女性,具有生產後代能力的人。,男性
女性,具有生產後代能力的人。,男人
女性,具有生產後代能力的人。,男子
女性,具有生產後代能力的人。,男生
女性,具有生產後代能力的人。,男生
女性,具有生產後代能力的人。,男
女性,具有生產後代能力的人。,男性
女性,具有生產後代能力的人。,男人
女性,具有生產後代能力的人。,男子
女性,具有生產後代能力的動物。,男
女性,具有生產後代能力的動物。,男生
女性,具有生產後代能力的動物。,男性
女性,具有生產後代能力的動物。,男
女性,具有生產後代能力的動物。,男性
女性,形容具有女子特質的。,男生
女性,形容具有女子特質的。,男性
女性,形容具有女子特質的。,男人
女性,形容具有女子特質的。,男生
女性,形容具有女子特質的。,男性
女性,形容具有女子特質的。,男人
女生,具有生產後代能力的人。,男
女生,具有生產後代能力的人。,男生
女生,具有生產後代能力的人。,男性
女生,具有生產後代能力的人。,男人
女生,具有生產後代能力的人。,男子
女生,具有生產後代能力的人。,男生
女生,具有生產後代能力的人。,男
女生,具有生產後代能力的人。,男性
女生,具有生產後代能力的人。,男人
女生,具有生產後代能力的人。,男子
女生,具有生產後代能力的動物。,男
女生,具有生產後代能力的動物。,男生
女生,具有生產後代能力的動物。,男性
女生,具有生產後代能力的動物。,男生
女生,具有生產後代能力的動物。,男
女生,具有生產後代能力的動物。,男性
女生,父母對自己所生育的女性後代的指稱。,男
女生,父母對自己所生育的女性後代的指稱。,男生
女生,父母對自己所生育的女性後代的指稱。,兒子
女生,父母對自己所生育的女性後代的指稱。,兒
女生,父母對自己所生育的女性後代的指稱。,仔
女生,父母對自己所生育的女性後代的指稱。,子
女生,父母對自己所生育的女性後代的指稱。,男生
女生,父母對自己所生育的女性後代的指稱。,仔
女生,父母對自己所生育的女性後代的指稱。,男
女生,父母對自己所生育的女性後代的指稱。,兒子
女生,父母對自己所生育的女性後代的指稱。,子
女生,父母對自己所生育的女性後代的指稱。,兒
女生,形容具有女子特質的。,男生
女生,形容具有女子特質的。,男性
女生,形容具有女子特質的。,男人
女生,形容具有女子特質的。,男生
女生,形容具有女子特質的。,男性
女生,形容具有女子特質的。,男人
女生,女學生。,男生
女生,女學生。,男生
奶,對親屬中與祖母同輩的女子的稱呼。,爺
奶,對親屬中與祖母同輩的女子的稱呼。,公
奶,對親屬中與祖母同輩的女子的稱呼。,爺
奶,對親屬中與祖母同輩的女子的稱呼。,公
奶,對與祖母年紀相仿的一般年長女子的尊稱。,爺
奶,對與祖母年紀相仿的一般年長女子的尊稱。,爺爺
奶,對與祖母年紀相仿的一般年長女子的尊稱。,公
奶,對與祖母年紀相仿的一般年長女子的尊稱。,公公
奶,對與祖母年紀相仿的一般年長女子的尊稱。,公
奶,對與祖母年紀相仿的一般年長女子的尊稱。,公公
奶,對與祖母年紀相仿的一般年長女子的尊稱。,爺
奶,對與祖母年紀相仿的一般年長女子的尊稱。,爺爺
奶,對與祖母年紀相仿的一般年長女子的尊稱。,公
奶,對有孫子的女子的指稱。,祖父
奶,對有孫子的女子的指稱。,爺爺
奶,對有孫子的女子的指稱。,公公
奶,對有孫子的女子的指稱。,公
奶,對有孫子的女子的指稱。,爺
奶,對有孫子的女子的指稱。,祖父
奶,對有孫子的女子的指稱。,公公
奶,對有孫子的女子的指稱。,爺
奶,對有孫子的女子的指稱。,爺爺
奶,對有孫子的女子的指稱。,公
奶,有孫子的女子。,祖父
奶,有孫子的女子。,爺爺
奶,有孫子的女子。,公
奶,有孫子的女子。,爺
奶,有孫子的女子。,祖父
奶,有孫子的女子。,爺
奶,有孫子的女子。,爺爺
奶,有孫子的女子。,公
好,形容對特定對象的評價是正面的。,壞
好,形容對特定對象的評價是正面的。,差
好,形容對特定對象的評價是正面的。,柴
好,形容對特定對象的評價是正面的。,否
好,形容對特定對象的評價是正面的。,劣
好,形容對特定對象的評價是正面的。,菜
好,形容對特定對象的評價是正面的。,糟
好,形容對特定對象的評價是正面的。,遜
好,形容對特定對象的評價是正面的。,惡
好,形容對特定對象的評價是正面的。,不良
好,形容對特定對象的評價是正面的。,孬
好,形容對特定對象的評價是正面的。,差
好,形容對特定對象的評價是正面的。,劣
好,形容對特定對象的評價是正面的。,差
好,形容對特定對象的評價是正面的。,柴
好,形容對特定對象的評價是正面的。,不良
好,形容對特定對象的評價是正面的。,孬
好,形容對特定對象的評價是正面的。,壞
好,形容對特定對象的評價是正面的。,否
好,形容對特定對象的評價是正面的。,菜
好,形容對特定對象的評價是正面的。,劣
好,形容對特定對象的評價是正面的。,糟
好,形容對特定對象的評價是正面的。,惡
好,形容對特定對象的評價是正面的。,遜
好,形容態度親切的。,差
好,形容態度親切的。,壞
好,形容態度親切的。,糟
好,形容態度親切的。,惡
好,形容態度親切的。,差
好,形容態度親切的。,壞
